category,sub_category,packaging_material,strength,biodegradability_score,co2_emission_score,recyclability_percent,weight_capacity_kg
Cold Chain Logistics,Seal Strip,EPS (Styrofoam),low,0,87,0,45.08
Cold Chain Logistics,Gasket,Mushroom (Mycelium),medium,99,6,0,19.89
Cold Chain Logistics,Gasket,Tyvek (HDPE),high,0,88,100,65.1
Cold Chain Logistics,Gasket,Felted Wool,medium,100,26,0,4.44
Cold Chain Logistics,Gasket,Recycled HDPE (rHDPE),high,6,46,94,9.02
Cold Chain Logistics,Gasket,EPS (Styrofoam),low,0,87,4,6.21
Cold Chain Logistics,RFID Tag,Mushroom (Mycelium),medium,100,8,3,0.86
Cold Chain Logistics,RFID Tag,Tyvek (HDPE),high,0,92,100,31.33
Cold Chain Logistics,RFID Tag,Felted Wool,medium,100,26,0,15.7
Cold Chain Logistics,RFID Tag,Recycled HDPE (rHDPE),high,2,44,94,1.56
Cold Chain Logistics,RFID Tag,EPS (Styrofoam),low,1,91,0,18.73
Space Avionics,Flight Computer,Nylon (PA),high,0,88,27,14.34
Space Avionics,Flight Computer,Tyvek (HDPE),high,0,92,97,72.5
Space Avionics,Flight Computer,VCI Paper (Anti-Corrosion),medium,86,58,83,44.25
Space Avionics,Flight Computer,Anodized Aluminum,high,2,76,95,5.64
Space Avionics,Star Tracker,Nylon (PA),high,0,87,27,12.92
Space Avionics,Star Tracker,Tyvek (HDPE),high,0,93,100,4.96
Space Avionics,Star Tracker,VCI Paper (Anti-Corrosion),medium,82,52,79,30.42
Space Avionics,Star Tracker,Anodized Aluminum,high,3,72,93,35.37
Space Avionics,Gyroscope,Nylon (PA),high,0,83,33,20.7
Space Avionics,Gyroscope,Tyvek (HDPE),high,0,89,100,63.58
Space Avionics,Gyroscope,VCI Paper (Anti-Corrosion),medium,87,52,78,40.97
Space Avionics,Gyroscope,Anodized Aluminum,high,0,75,95,63.4
Space Avionics,Signal Processor,Nylon (PA),high,0,85,29,67.48
Space Avionics,Signal Processor,Tyvek (HDPE),high,2,90,100,49.78
Space Avionics,Signal Processor,VCI Paper (Anti-Corrosion),medium,86,52,79,11.7
Space Avionics,Signal Processor,Anodized Aluminum,high,3,72,94,30.58
Space Avionics,Battery Cell,Nylon (PA),high,2,87,32,73.61
Space Avionics,Battery Cell,Tyvek (HDPE),high,3,93,100,39.88
Space Avionics,Battery Cell,VCI Paper (Anti-Corrosion),medium,82,54,82,43.37
Space Avionics,Battery Cell,Anodized Aluminum,high,1,77,98,38.77
Space Avionics,Thermal Radiator,Nylon (PA),high,1,87,33,36.26
Space Avionics,Thermal Radiator,Tyvek (HDPE),high,3,93,100,35.12
Space Avionics,Thermal Radiator,VCI Paper (Anti-Corrosion),medium,87,56,80,21.97
Space Avionics,Thermal Radiator,Anodized Aluminum,high,0,78,96,2.97
Space Avionics,Connector Set,Nylon (PA),high,0,87,32,17.48
Space Avionics,Connector Set,Tyvek (HDPE),high,0,88,100,57.77
Space Avionics,Connector Set,VCI Paper (Anti-Corrosion),medium,88,53,80,35.44
Space Avionics,Connector Set,Anodized Aluminum,high,2,75,95,28.65
Space Avionics,Solar Sensor,Nylon (PA),high,0,86,33,19.61
Space Avionics,Solar Sensor,Tyvek (HDPE),high,2,92,100,54.77
Space Avionics,Solar Sensor,VCI Paper (Anti-Corrosion),medium,86,58,79,48.34
Space Avionics,Solar Sensor,Anodized Aluminum,high,3,72,98,51.39
Space Avionics,Cable Harness,Nylon (PA),high,3,83,27,35.36
Space Avionics,Cable Harness,Tyvek (HDPE),high,0,89,100,21.98
Space Avionics,Cable Harness,VCI Paper (Anti-Corrosion),medium,82,56,78,12.24
Space Avionics,Cable Harness,Anodized Aluminum,high,2,78,92,3.24
Space Avionics,Shielding Box,Nylon (PA),high,0,82,27,28.34
Space Avionics,Shielding Box,Tyvek (HDPE),high,0,88,100,33.6
Space Avionics,Shielding Box,VCI Paper (Anti-Corrosion),medium,88,54,78,17.73
Space Avionics,Shielding Box,Anodized Aluminum,high,3,72,94,35.78
Bespoke Horology,Tourbillon Watch,Recycled Aluminum,high,0,18,99,7.83
Bespoke Horology,Tourbillon Watch,Felted Wool,medium,100,25,0,73.8
Bespoke Horology,Tourbillon Watch,Solid Bleached Sulfate (SBS),medium,81,52,82,0.74
Bespoke Horology,Tourbillon Watch,Cork,low,100,6,0,70.29
Bespoke Horology,Tourbillon Watch,Hardwood,high,98,28,3,12.76
Bespoke Horology,Tourbillon Watch,Lead-Free Glass (Crystal),high,2,51,87,59.64
Bespoke Horology,Chronograph,Recycled Aluminum,high,0,14,97,58.58
Bespoke Horology,Chronograph,Felted Wool,medium,98,28,2,67.72
Bespoke Horology,Chronograph,Solid Bleached Sulfate (SBS),medium,83,55,86,46.22
Bespoke Horology,Chronograph,Cork,low,100,4,0,58.7
Bespoke Horology,Chronograph,Hardwood,high,98,24,0,68.45
Bespoke Horology,Chronograph,Lead-Free Glass (Crystal),high,3,49,91,39.44
Bespoke Horology,Dial Plate,Recycled Aluminum,high,2,14,100,21.23
Bespoke Horology,Dial Plate,Felted Wool,medium,100,26,0,68.1
Bespoke Horology,Dial Plate,Solid Bleached Sulfate (SBS),medium,77,53,82,61.12
Bespoke Horology,Dial Plate,Cork,low,100,2,0,0.22
Bespoke Horology,Dial Plate,Hardwood,high,100,25,2,65.04
Bespoke Horology,Dial Plate,Lead-Free Glass (Crystal),high,0,48,90,22.7
Bespoke Horology,Mainspring,Recycled Aluminum,high,1,14,96,1.26
Bespoke Horology,Mainspring,Felted Wool,medium,100,22,2,38.4
Bespoke Horology,Mainspring,Solid Bleached Sulfate (SBS),medium,83,53,85,68.89
Bespoke Horology,Mainspring,Cork,low,100,4,0,63.42
Bespoke Horology,Mainspring,Hardwood,high,97,23,0,45.68
Bespoke Horology,Mainspring,Lead-Free Glass (Crystal),high,0,51,88,15.73
Bespoke Horology,Watch Case,Recycled Aluminum,high,0,13,100,24.23
Bespoke Horology,Watch Case,Felted Wool,medium,100,27,0,43.86
Bespoke Horology,Watch Case,Solid Bleached Sulfate (SBS),medium,78,55,88,68.46
Bespoke Horology,Watch Case,Cork,low,100,7,0,71.57
Bespoke Horology,Watch Case,Hardwood,high,100,28,0,10.25
Bespoke Horology,Watch Case,Lead-Free Glass (Crystal),high,0,47,90,19.55
Bespoke Horology,Leather Strap,Recycled Aluminum,high,0,15,100,51.29
Bespoke Horology,Leather Strap,Felted Wool,medium,98,26,0,28.62
Bespoke Horology,Leather Strap,Solid Bleached Sulfate (SBS),medium,83,52,82,69.62
Bespoke Horology,Leather Strap,Cork,low,100,3,0,33.57
Bespoke Horology,Leather Strap,Hardwood,high,100,22,0,13.23
Bespoke Horology,Leather Strap,Lead-Free Glass (Crystal),high,1,51,93,66.52
Bespoke Horology,Sapphire Glass,Recycled Aluminum,high,0,17,95,38.37
Bespoke Horology,Sapphire Glass,Felted Wool,medium,100,26,0,21.28
Bespoke Horology,Sapphire Glass,Solid Bleached Sulfate (SBS),medium,80,56,83,68.51
Bespoke Horology,Sapphire Glass,Cork,low,100,3,0,22.87
Bespoke Horology,Sapphire Glass,Hardwood,high,100,25,0,17.28
Bespoke Horology,Sapphire Glass,Lead-Free Glass (Crystal),high,2,52,93,37.65
Bespoke Horology,Hands Set,Recycled Aluminum,high,0,18,96,72.18
Bespoke Horology,Hands Set,Felted Wool,medium,100,22,3,28.18
Bespoke Horology,Hands Set,Solid Bleached Sulfate (SBS),medium,82,55,87,5.38
Bespoke Horology,Hands Set,Cork,low,100,5,3,18.49
Bespoke Horology,Hands Set,Hardwood,high,100,28,0,51.95
Bespoke Horology,Hands Set,Lead-Free Glass (Crystal),high,0,49,91,37.83
Bespoke Horology,Buckle,Recycled Aluminum,high,2,18,99,41.12
Bespoke Horology,Buckle,Felted Wool,medium,100,22,0,66.42
Bespoke Horology,Buckle,Solid Bleached Sulfate (SBS),medium,82,57,88,49.97
Bespoke Horology,Buckle,Cork,low,99,7,0,74.46
Bespoke Horology,Buckle,Hardwood,high,100,26,0,2.64
Bespoke Horology,Buckle,Lead-Free Glass (Crystal),high,0,47,91,32.85
Bespoke Horology,Movement Gear,Recycled Aluminum,high,0,13,99,70.67
Bespoke Horology,Movement Gear,Felted Wool,medium,100,25,1,24.24
Bespoke Horology,Movement Gear,Solid Bleached Sulfate (SBS),medium,79,55,83,29.57
Bespoke Horology,Movement Gear,Cork,low,97,8,0,3.73
Bespoke Horology,Movement Gear,Hardwood,high,100,22,1,49.86
Bespoke Horology,Movement Gear,Lead-Free Glass (Crystal),high,0,48,87,1.53
Renewable Infrastructure,Wind Tower Bolt,Reinforced Plywood Box,high,92,34,20,11.7
Renewable Infrastructure,Wind Tower Bolt,Nylon (PA),high,3,88,31,71.98
Renewable Infrastructure,Wind Tower Bolt,Double-Wall Corrugated,high,86,53,95,61.3
Renewable Infrastructure,Wind Tower Bolt,Recycled Steel,high,0,22,98,29.26
Renewable Infrastructure,Wind Tower Bolt,Anodized Aluminum,high,0,73,97,13.82
Renewable Infrastructure,Solar Rack,Reinforced Plywood Box,high,91,37,17,62.71
Renewable Infrastructure,Solar Rack,Nylon (PA),high,0,82,30,59.64
Renewable Infrastructure,Solar Rack,Double-Wall Corrugated,high,82,49,90,72.8
Renewable Infrastructure,Solar Rack,Recycled Steel,high,0,17,92,29.84
Renewable Infrastructure,Solar Rack,Anodized Aluminum,high,2,75,98,64.12
Renewable Infrastructure,Cable Tray,Reinforced Plywood Box,high,90,35,18,29.69
Renewable Infrastructure,Cable Tray,Nylon (PA),high,0,87,32,25.33
Renewable Infrastructure,Cable Tray,Double-Wall Corrugated,high,83,53,95,58.44
Renewable Infrastructure,Cable Tray,Recycled Steel,high,2,20,98,72.54
Renewable Infrastructure,Cable Tray,Anodized Aluminum,high,0,74,95,72.93
Renewable Infrastructure,Inverter Housing,Reinforced Plywood Box,high,92,37,20,10.69
Renewable Infrastructure,Inverter Housing,Nylon (PA),high,0,86,28,53.36
Renewable Infrastructure,Inverter Housing,Double-Wall Corrugated,high,86,51,89,60.43
Renewable Infrastructure,Inverter Housing,Recycled Steel,high,0,17,98,0.75
Renewable Infrastructure,Inverter Housing,Anodized Aluminum,high,2,77,97,61.91
Renewable Infrastructure,Grid Switch,Reinforced Plywood Box,high,92,33,21,37.01
Renewable Infrastructure,Grid Switch,Nylon (PA),high,2,83,27,39.24
Renewable Infrastructure,Grid Switch,Double-Wall Corrugated,high,85,50,93,34.2
Renewable Infrastructure,Grid Switch,Recycled Steel,high,3,18,92,25.97
Renewable Infrastructure,Grid Switch,Anodized Aluminum,high,1,78,95,28.22
Renewable Infrastructure,Battery Rack,Reinforced Plywood Box,high,88,38,20,15.96
Renewable Infrastructure,Battery Rack,Nylon (PA),high,1,86,29,41.41
Renewable Infrastructure,Battery Rack,Double-Wall Corrugated,high,86,51,95,3.33
Renewable Infrastructure,Battery Rack,Recycled Steel,high,1,20,94,19.25
Renewable Infrastructure,Battery Rack,Anodized Aluminum,high,0,73,97,12.06
Renewable Infrastructure,Cooling Pipe,Reinforced Plywood Box,high,90,37,19,47.04
Renewable Infrastructure,Cooling Pipe,Nylon (PA),high,2,85,27,53.77
Renewable Infrastructure,Cooling Pipe,Double-Wall Corrugated,high,85,52,89,2.89
Renewable Infrastructure,Cooling Pipe,Recycled Steel,high,3,20,92,61.39
Renewable Infrastructure,Cooling Pipe,Anodized Aluminum,high,0,77,96,62.67
Renewable Infrastructure,Transformer Core,Reinforced Plywood Box,high,87,36,23,51.11
Renewable Infrastructure,Transformer Core,Nylon (PA),high,0,86,33,1.21
Renewable Infrastructure,Transformer Core,Double-Wall Corrugated,high,82,53,92,49.63
Renewable Infrastructure,Transformer Core,Recycled Steel,high,0,21,98,57.26
Renewable Infrastructure,Transformer Core,Anodized Aluminum,high,3,72,93,0.17
Renewable Infrastructure,Junction Box,Reinforced Plywood Box,high,93,34,20,25.54
Renewable Infrastructure,Junction Box,Nylon (PA),high,1,88,33,71.75
Renewable Infrastructure,Junction Box,Double-Wall Corrugated,high,87,52,91,68.88
Renewable Infrastructure,Junction Box,Recycled Steel,high,2,23,98,46.51
Renewable Infrastructure,Junction Box,Anodized Aluminum,high,1,75,95,32.61
Renewable Infrastructure,Busbar,Reinforced Plywood Box,high,90,34,21,24.05
Renewable Infrastructure,Busbar,Nylon (PA),high,0,83,31,20.98
Renewable Infrastructure,Busbar,Double-Wall Corrugated,high,85,48,89,43.56
Renewable Infrastructure,Busbar,Recycled Steel,high,0,21,92,23.76
Renewable Infrastructure,Busbar,Anodized Aluminum,high,0,76,96,1
Industrial Robotics,Cobot Arm,Nylon (PA),high,1,85,32,1.56
Industrial Robotics,Cobot Arm,Double-Wall Corrugated,high,82,51,89,4.68
Industrial Robotics,Cobot Arm,ABS Plastic,high,0,96,14,59.81
Industrial Robotics,Cobot Arm,VCI Paper (Anti-Corrosion),medium,88,54,77,19.5
Industrial Robotics,End Effector,Nylon (PA),high,0,84,31,74.55
Industrial Robotics,End Effector,Double-Wall Corrugated,high,88,50,95,50.01
Industrial Robotics,End Effector,ABS Plastic,high,1,92,13,10.96
Industrial Robotics,End Effector,VCI Paper (Anti-Corrosion),medium,87,55,79,68.38
Industrial Robotics,Pneumatic Valve,Nylon (PA),high,0,88,29,45.36
Industrial Robotics,Pneumatic Valve,Double-Wall Corrugated,high,88,50,90,47.88
Industrial Robotics,Pneumatic Valve,ABS Plastic,high,0,95,18,67.33
Industrial Robotics,Pneumatic Valve,VCI Paper (Anti-Corrosion),medium,83,53,79,5.05
Industrial Robotics,Encoder,Nylon (PA),high,1,86,29,42.1
Industrial Robotics,Encoder,Double-Wall Corrugated,high,82,48,91,55.3
Industrial Robotics,Encoder,ABS Plastic,high,2,91,15,1.1
Industrial Robotics,Encoder,VCI Paper (Anti-Corrosion),medium,88,52,80,11.38
Industrial Robotics,Robot Base,Nylon (PA),high,0,85,29,46.37
Industrial Robotics,Robot Base,Double-Wall Corrugated,high,87,53,95,59.91
Industrial Robotics,Robot Base,ABS Plastic,high,0,97,13,59.83
Industrial Robotics,Robot Base,VCI Paper (Anti-Corrosion),medium,84,55,78,20.79
Industrial Robotics,Logic Controller,Nylon (PA),high,0,87,29,15.99
Industrial Robotics,Logic Controller,Double-Wall Corrugated,high,88,49,93,72.37
Industrial Robotics,Logic Controller,ABS Plastic,high,0,91,14,48.62
Industrial Robotics,Logic Controller,VCI Paper (Anti-Corrosion),medium,85,58,81,63.28
Industrial Robotics,Servo Drive,Nylon (PA),high,0,85,30,12.41
Industrial Robotics,Servo Drive,Double-Wall Corrugated,high,87,48,91,13.98
Industrial Robotics,Servo Drive,ABS Plastic,high,0,97,14,43.15
Industrial Robotics,Servo Drive,VCI Paper (Anti-Corrosion),medium,83,57,79,33.8
Industrial Robotics,Vision System,Nylon (PA),high,0,88,29,37.38
Industrial Robotics,Vision System,Double-Wall Corrugated,high,82,53,95,69.64
Industrial Robotics,Vision System,ABS Plastic,high,3,94,16,32.1
Industrial Robotics,Vision System,VCI Paper (Anti-Corrosion),medium,84,55,79,42.23
Industrial Robotics,Bellows,Nylon (PA),high,0,82,32,31.79
Industrial Robotics,Bellows,Double-Wall Corrugated,high,85,53,95,55.75
Industrial Robotics,Bellows,ABS Plastic,high,3,91,18,28.82
Industrial Robotics,Bellows,VCI Paper (Anti-Corrosion),medium,83,57,80,16.25
Industrial Robotics,Power Supply,Nylon (PA),high,0,83,28,58.19
Industrial Robotics,Power Supply,Double-Wall Corrugated,high,83,48,93,26.14
Industrial Robotics,Power Supply,ABS Plastic,high,1,96,15,54.44
Industrial Robotics,Power Supply,VCI Paper (Anti-Corrosion),medium,85,53,81,66.43
EV Charging Tech,Charging Cable,Polycarbonate (PC),high,0,87,20,63.01
EV Charging Tech,Charging Cable,Recycled HDPE (rHDPE),high,4,42,91,19.16
EV Charging Tech,Charging Cable,Double-Wall Corrugated,high,88,49,92,0.98
EV Charging Tech,Charging Cable,Recycled Steel,high,0,21,94,57.92
EV Charging Tech,Charging Cable,Anodized Aluminum,high,1,72,94,42.17
EV Charging Tech,Coolant Pump,Polycarbonate (PC),high,0,89,23,12.25
EV Charging Tech,Coolant Pump,Recycled HDPE (rHDPE),high,2,45,91,54.23
EV Charging Tech,Coolant Pump,Double-Wall Corrugated,high,84,49,90,18.13
EV Charging Tech,Coolant Pump,Recycled Steel,high,0,22,96,43.87
EV Charging Tech,Coolant Pump,Anodized Aluminum,high,1,74,92,3.21
EV Charging Tech,Power Module,Polycarbonate (PC),high,0,93,17,13.02
EV Charging Tech,Power Module,Recycled HDPE (rHDPE),high,8,43,94,19.83
EV Charging Tech,Power Module,Double-Wall Corrugated,high,86,50,95,45.83
EV Charging Tech,Power Module,Recycled Steel,high,2,19,92,15.78
EV Charging Tech,Power Module,Anodized Aluminum,high,2,74,95,65.39
EV Charging Tech,Plug Head,Polycarbonate (PC),high,2,93,20,63.85
EV Charging Tech,Plug Head,Recycled HDPE (rHDPE),high,5,46,89,51.8
EV Charging Tech,Plug Head,Double-Wall Corrugated,high,82,47,93,9.82
EV Charging Tech,Plug Head,Recycled Steel,high,1,17,92,23.48
EV Charging Tech,Plug Head,Anodized Aluminum,high,0,78,98,59.97
EV Charging Tech,Control Board,Polycarbonate (PC),high,0,88,18,35.01
EV Charging Tech,Control Board,Recycled HDPE (rHDPE),high,6,44,90,22.95
EV Charging Tech,Control Board,Double-Wall Corrugated,high,88,48,93,59.9
EV Charging Tech,Control Board,Recycled Steel,high,0,17,98,64.85
EV Charging Tech,Control Board,Anodized Aluminum,high,0,78,96,70.58
EV Charging Tech,Display Panel,Polycarbonate (PC),high,0,87,20,13.53
EV Charging Tech,Display Panel,Recycled HDPE (rHDPE),high,5,47,92,0.55
EV Charging Tech,Display Panel,Double-Wall Corrugated,high,86,47,89,18.64
EV Charging Tech,Display Panel,Recycled Steel,high,3,17,94,13.03
EV Charging Tech,Display Panel,Anodized Aluminum,high,0,76,97,73.44
EV Charging Tech,Internal Fan,Polycarbonate (PC),high,2,90,21,36.63
EV Charging Tech,Internal Fan,Recycled HDPE (rHDPE),high,6,43,91,29.63
EV Charging Tech,Internal Fan,Double-Wall Corrugated,high,88,49,92,56.41
EV Charging Tech,Internal Fan,Recycled Steel,high,0,21,95,40.36
EV Charging Tech,Internal Fan,Anodized Aluminum,high,0,73,97,41.18
EV Charging Tech,Mounting Bracket,Polycarbonate (PC),high,0,91,21,48.93
EV Charging Tech,Mounting Bracket,Recycled HDPE (rHDPE),high,2,46,93,67.99
EV Charging Tech,Mounting Bracket,Double-Wall Corrugated,high,83,49,91,15.7
EV Charging Tech,Mounting Bracket,Recycled Steel,high,0,19,93,45.51
EV Charging Tech,Mounting Bracket,Anodized Aluminum,high,1,74,96,58.26
EV Charging Tech,Seal Gasket,Polycarbonate (PC),high,0,87,20,66.22
EV Charging Tech,Seal Gasket,Recycled HDPE (rHDPE),high,8,42,94,71.76
EV Charging Tech,Seal Gasket,Double-Wall Corrugated,high,82,51,91,25.28
EV Charging Tech,Seal Gasket,Recycled Steel,high,1,19,97,24.03
EV Charging Tech,Seal Gasket,Anodized Aluminum,high,0,72,94,30.91
EV Charging Tech,Locking Mechanism,Polycarbonate (PC),high,0,92,17,59.89
EV Charging Tech,Locking Mechanism,Recycled HDPE (rHDPE),high,4,46,91,7.99
EV Charging Tech,Locking Mechanism,Double-Wall Corrugated,high,85,51,90,71.09
EV Charging Tech,Locking Mechanism,Recycled Steel,high,0,17,97,65.64
EV Charging Tech,Locking Mechanism,Anodized Aluminum,high,0,74,93,60.36
Geophysical Tools,Seismometer,Stainless Steel (304),high,1,88,100,12.62
Geophysical Tools,Seismometer,Reinforced Plywood Box,high,87,37,17,72.04
Geophysical Tools,Seismometer,Recycled Aluminum,high,0,17,100,26.96
Geophysical Tools,Seismometer,EVA Foam,medium,1,84,11,39.86
Geophysical Tools,Seismometer,Natural Rubber,medium,100,26,3,2.57
Geophysical Tools,Gravity Meter,Stainless Steel (304),high,3,91,99,30.38
Geophysical Tools,Gravity Meter,Reinforced Plywood Box,high,90,35,18,49.71
Geophysical Tools,Gravity Meter,Recycled Aluminum,high,2,16,95,41.2
Geophysical Tools,Gravity Meter,EVA Foam,medium,1,81,8,4.15
Geophysical Tools,Gravity Meter,Natural Rubber,medium,100,24,1,24.98
Geophysical Tools,Magnetometer,Stainless Steel (304),high,0,92,98,22.75
Geophysical Tools,Magnetometer,Reinforced Plywood Box,high,90,37,22,74.86
Geophysical Tools,Magnetometer,Recycled Aluminum,high,0,13,100,66.54
Geophysical Tools,Magnetometer,EVA Foam,medium,0,84,12,70.33
Geophysical Tools,Magnetometer,Natural Rubber,medium,97,25,3,11.26
Geophysical Tools,Probe Tip,Stainless Steel (304),high,1,91,96,4.8
Geophysical Tools,Probe Tip,Reinforced Plywood Box,high,93,33,19,1.49
Geophysical Tools,Probe Tip,Recycled Aluminum,high,0,13,98,21.84
Geophysical Tools,Probe Tip,EVA Foam,medium,0,84,7,50.3
Geophysical Tools,Probe Tip,Natural Rubber,medium,100,27,0,50.62
Geophysical Tools,Data Logger,Stainless Steel (304),high,0,87,95,20.27
Geophysical Tools,Data Logger,Reinforced Plywood Box,high,90,34,22,5.96
Geophysical Tools,Data Logger,Recycled Aluminum,high,0,14,99,34.77
Geophysical Tools,Data Logger,EVA Foam,medium,0,87,12,11.79
Geophysical Tools,Data Logger,Natural Rubber,medium,98,28,2,56.38
Geophysical Tools,Casing Pipe,Stainless Steel (304),high,3,90,100,64.6
Geophysical Tools,Casing Pipe,Reinforced Plywood Box,high,91,36,22,63.36
Geophysical Tools,Casing Pipe,Recycled Aluminum,high,0,14,99,35.69
Geophysical Tools,Casing Pipe,EVA Foam,medium,0,82,11,3.33
Geophysical Tools,Casing Pipe,Natural Rubber,medium,100,22,0,39.28
Geophysical Tools,Cable Reel,Stainless Steel (304),high,1,90,97,47.86
Geophysical Tools,Cable Reel,Reinforced Plywood Box,high,87,37,23,54.25
Geophysical Tools,Cable Reel,Recycled Aluminum,high,2,16,96,7.16
Geophysical Tools,Cable Reel,EVA Foam,medium,0,85,11,71.36
Geophysical Tools,Cable Reel,Natural Rubber,medium,97,24,0,55.02
Geophysical Tools,Battery Pack,Stainless Steel (304),high,1,92,99,67.58
Geophysical Tools,Battery Pack,Reinforced Plywood Box,high,87,32,22,55.26
Geophysical Tools,Battery Pack,Recycled Aluminum,high,0,17,95,28.21
Geophysical Tools,Battery Pack,EVA Foam,medium,3,84,7,9.25
Geophysical Tools,Battery Pack,Natural Rubber,medium,100,26,3,16.8
Geophysical Tools,Field Tablet,Stainless Steel (304),high,1,87,99,45.6
Geophysical Tools,Field Tablet,Reinforced Plywood Box,high,88,36,22,71.35
Geophysical Tools,Field Tablet,Recycled Aluminum,high,1,17,99,41.92
Geophysical Tools,Field Tablet,EVA Foam,medium,3,86,13,45
Geophysical Tools,Field Tablet,Natural Rubber,medium,99,27,0,27.01
Geophysical Tools,Tripod Mount,Stainless Steel (304),high,0,93,97,40.89
Geophysical Tools,Tripod Mount,Reinforced Plywood Box,high,90,35,22,68.56
Geophysical Tools,Tripod Mount,Recycled Aluminum,high,0,18,95,43.27
Geophysical Tools,Tripod Mount,EVA Foam,medium,1,86,7,37.28
Geophysical Tools,Tripod Mount,Natural Rubber,medium,100,24,0,27.62
Luxury Stationery,Fountain Pen,Paperboard,medium,78,48,87,28.32
Luxury Stationery,Fountain Pen,Cork,low,100,3,0,14.43
Luxury Stationery,Fountain Pen,Wheat Straw Board,medium,97,15,83,51.2
Luxury Stationery,Fountain Pen,Recycled Cotton,medium,96,17,0,16.6
Luxury Stationery,Fountain Pen,Stone Paper,medium,0,36,37,56.02
